Country or territory of asylum or residence,"Country or territory of origin","Year","Refugees<sup>*</sup>","Refugees assisted by UNHCR","Total refugees and people in refugee-like situations<sup>**</sup>","Total refugees and people in refugee-like situations assisted by UNHCR"
"Belgium","Côte d'Ivoire","2011","186","0","186","0"
"Belgium","Croatia","2011","7","0","7","0"
"Belgium","Cuba","2011","1","0","1","0"
"Belgium","Czech Rep.","2011","11","0","11","0"
"Belgium","Dem. People's Rep. of Korea","2011","31","0","31","0"
"Belgium","Dem. Rep. of the Congo","2011","711","0","711","0"
"Belgium","Djibouti","2011","84","0","84","0"
"Belgium","Dominican Rep.","2011","1","0","1","0"
"Belgium","Egypt","2011","11","0","11","0"
"Belgium","Eritrea","2011","81","0","81","0"
"Belgium","Estonia","2011","3","0","3","0"
"Belgium","Ethiopia","2011","87","0","87","0"
"Belgium","France","2011","2","0","2","0"
"Belgium","Gabon","2011","9","0","9","0"
"Belgium","Georgia","2011","19","0","19","0"
"Belgium","Germany","2011","3","0","3","0"
"Belgium","Ghana","2011","10","0","10","0"
"Belgium","Guatemala","2011","5","0","5","0"
"Belgium","Guinea","2011","1493","0","1493","0"
"Belgium","Guinea-Bissau","2011","9","0","9","0"
"Belgium","Haiti","2011","6","0","6","0"
"Belgium","Hungary","2011","86","0","86","0"
"Belgium","India","2011","5","0","5","0"
"Belgium","Iraq","2011","1329","0","1329","0"
"Belgium","Islamic Rep. of Iran","2011","347","0","347","0"
"Belgium","Israel","2011","1","0","1","0"
"Belgium","Jordan","2011","22","0","22","0"
"Belgium","Kazakhstan","2011","14","0","14","0"
"Belgium","Kenya","2011","22","0","22","0"
"Belgium","Kuwait","2011","1","0","1","0"
"Belgium","Kyrgyzstan","2011","8","0","8","0"
"Belgium","Lao People's Dem. Rep.","2011","16","0","16","0"
"Belgium","Latvia","2011","5","0","5","0"
"Belgium","Lebanon","2011","89","0","89","0"
"Belgium","Liberia","2011","23","0","23","0"
"Belgium","Libya","2011","9","0","9","0"
"Belgium","Lithuania","2011","17","0","17","0"
"Belgium","Madagascar","2011","2","0","2","0"
"Belgium","Mali","2011","9","0","9","0"
"Belgium","Mauritania","2011","139","0","139","0"
"Belgium","Mauritius","2011","1","0","1","0"
"Belgium","Morocco","2011","17","0","17","0"
"Belgium","Myanmar","2011","18","0","18","0"
"Belgium","Namibia","2011","1","0","1","0"
"Belgium","Nepal","2011","17","0","17","0"
"Belgium","Niger","2011","54","0","54","0"
"Belgium","Nigeria","2011","17","0","17","0"
"Belgium","Pakistan","2011","41","0","41","0"
"Belgium","Peru","2011","4","0","4","0"
"Belgium","Poland","2011","244","0","244","0"
"Belgium","Portugal","2011","1","0","1","0"
"Belgium","Rep. of Moldova","2011","3","0","3","0"
"Belgium","Romania","2011","40","0","40","0"
"Belgium","Russian Federation","2011","2894","0","2894","0"
"Belgium","Rwanda","2011","1026","0","1026","0"
"Belgium","Senegal","2011","182","0","182","0"
"Belgium","Serbia (and Kosovo: S/RES/1244 (1999))","2011","1066","0","1066","0"
"Belgium","Sierra Leone","2011","40","0","40","0"
"Belgium","Somalia","2011","247","0","247","0"
"Belgium","South Africa","2011","2","0","2","0"
"Belgium","Spain","2011","4","0","4","0"
"Belgium","Sri Lanka","2011","264","0","264","0"
"Belgium","State of Palestine","2011","76","0","76","0"
"Belgium","Sudan","2011","65","0","65","0"
"Belgium","Syrian Arab Rep.","2011","312","0","312","0"
"Belgium","The former Yugoslav Rep. of Macedonia","2011","33","0","33","0"
"Belgium","Togo","2011","132","0","132","0"
"Belgium","Tunisia","2011","11","0","11","0"
"Belgium","Turkey","2011","512","0","512","0"
"Belgium","Turkmenistan","2011","1","0","1","0"
"Belgium","Uganda","2011","16","0","16","0"
"Belgium","Ukraine","2011","84","0","84","0"
"Belgium","United Arab Emirates","2011","2","0","2","0"
"Belgium","United Rep. of Tanzania","2011","45","0","45","0"
"Belgium","Uruguay","2011","3","0","3","0"
"Belgium","Uzbekistan","2011","32","0","32","0"
"Belgium","Various","2011","7060","500","7060","500"
"Belgium","Viet Nam","2011","52","0","52","0"
"Belgium","Yemen","2011","3","0","3","0"
"Belgium","Zimbabwe","2011","1","0","1","0"
"Bulgaria","Afghanistan","2011","2067","0","2067","0"
"Bulgaria","Albania","2011","9","0","9","0"
"Bulgaria","Algeria","2011","21","0","21","0"
"Bulgaria","Angola","2011","5","0","5","0"
"Bulgaria","Armenia","2011","34","0","34","0"
"Bulgaria","Azerbaijan","2011","3","0","3","0"
"Bulgaria","Bangladesh","2011","16","0","16","0"
"Bulgaria","Belarus","2011","2","0","2","0"
"Bulgaria","Benin","2011","1","0","1","0"
"Bulgaria","Bosnia and Herzegovina","2011","35","0","35","0"
"Bulgaria","Burundi","2011","3","0","3","0"
"Bulgaria","Cameroon","2011","5","0","5","0"
"Bulgaria","Congo","2011","26","0","26","0"
"Bulgaria","Côte d'Ivoire","2011","2","0","2","0"
"Bulgaria","Cuba","2011","6","0","6","0"
"Bulgaria","Dem. Rep. of the Congo","2011","33","0","33","0"
"Bulgaria","Egypt","2011","4","0","4","0"
"Bulgaria","Eritrea","2011","10","0","10","0"
"Bulgaria","Ethiopia","2011","59","0","59","0"
"Bulgaria","Georgia","2011","5","0","5","0"
"Bulgaria","Ghana","2011","1","0","1","0"
"Bulgaria","Guinea","2011","2","0","2","0"
"Bulgaria","India","2011","2","0","2","0"
"Bulgaria","Iraq","2011","2109","0","2109","0"
"Bulgaria","Islamic Rep. of Iran","2011","250","0","250","0"
"Bulgaria","Jordan","2011","3","0","3","0"
"Bulgaria","Lebanon","2011","28","0","28","0"
"Bulgaria","Liberia","2011","12","0","12","0"
"Bulgaria","Libya","2011","1","0","1","0"
"Bulgaria","Mali","2011","1","0","1","0"
"Bulgaria","Nepal","2011","2","0","2","0"
"Bulgaria","Nigeria","2011","10","0","10","0"
"Bulgaria","Pakistan","2011","1","0","1","0"
"Bulgaria","Russian Federation","2011","8","0","8","0"
"Bulgaria","Rwanda","2011","3","0","3","0"
"Bulgaria","Senegal","2011","1","0","1","0"
"Bulgaria","Serbia (and Kosovo: S/RES/1244 (1999))","2011","118","0","118","0"
"Bulgaria","Sierra Leone","2011","12","0","12","0"
"Bulgaria","Somalia","2011","132","0","132","0"
"Bulgaria","Sri Lanka","2011","4","0","4","0"
"Bulgaria","Stateless","2011","237","0","237","0"
"Bulgaria","Sudan","2011","183","0","183","0"
"Bulgaria","Syrian Arab Rep.","2011","98","0","98","0"
"Bulgaria","Tunisia","2011","13","0","13","0"
"Bulgaria","Turkey","2011","100","0","100","0"
"Bulgaria","Turkmenistan","2011","1","0","1","0"
"Bulgaria","Uganda","2011","1","0","1","0"
"Bulgaria","United Rep. of Tanzania","2011","4","0","4","0"
"Bulgaria","Yemen","2011","2","0","2","0"
"Bulgaria","Zambia","2011","1","0","1","0"
"Bulgaria","Zimbabwe","2011","2","0","2","0"
"Croatia","Afghanistan","2011","16","16","16","16"
"Croatia","Armenia","2011","1","1","1","1"
"Croatia","Bosnia and Herzegovina","2011","513","513","555","555"
"Croatia","Congo","2011","3","3","3","3"
"Croatia","Georgia","2011","4","4","4","4"
"Croatia","Iraq","2011","1","1","1","1"
"Croatia","Rep. of Moldova","2011","2","2","2","2"
"Croatia","Russian Federation","2011","5","5","5","5"
"Croatia","Serbia (and Kosovo: S/RES/1244 (1999))","2011","227","227","227","227"
"Croatia","Stateless","2011","1","1","1","1"
"Croatia","Sudan","2011","2","2","2","2"
"Croatia","Turkey","2011","1","1","1","1"
"Croatia","Ukraine","2011","2","2","2","2"
"Croatia","Uzbekistan","2011","3","3","3","3"
"Croatia","Zimbabwe","2011","1","1","1","1"
"Cyprus","Afghanistan","2011","7","0","7","0"
"Cyprus","Algeria","2011","4","0","4","0"
"Cyprus","Armenia","2011","23","0","23","0"
"Cyprus","Bangladesh","2011","2","0","2","0"
"Cyprus","Bosnia and Herzegovina","2011","15","0","15","0"
"Cyprus","Burkina Faso","2011","2","0","2","0"
"Cyprus","Cameroon","2011","8","0","8","0"
"Cyprus","China","2011","3","0","3","0"
"Cyprus","Croatia","2011","1","0","1","0"
"Cyprus","Cuba","2011","1","0","1","0"
"Cyprus","Dem. Rep. of the Congo","2011","12","0","12","0"
"Cyprus","Egypt","2011","54","0","54","0"
"Cyprus","Eritrea","2011","2","0","2","0"
"Cyprus","Ethiopia","2011","4","0","4","0"
"Cyprus","Georgia","2011","85","0","85","0"
"Cyprus","Ghana","2011","1","0","1","0"
"Cyprus","Guinea","2011","1","0","1","0"
"Cyprus","India","2011","3","0","3","0"
"Cyprus","Indonesia","2011","1","0","1","0"
"Cyprus","Iraq","2011","625","0","625","0"
"Cyprus","Islamic Rep. of Iran","2011","439","0","439","0"
"Cyprus","Jordan","2011","9","0","9","0"
"Cyprus","Kyrgyzstan","2011","3","0","3","0"
"Cyprus","Lebanon","2011","25","0","25","0"
"Cyprus","Liberia","2011","1","0","1","0"
"Cyprus","Libya","2011","1","0","1","0"
"Cyprus","Morocco","2011","1","0","1","0"
"Cyprus","Nepal","2011","1","0","1","0"
"Cyprus","Nigeria","2011","3","0","3","0"
"Cyprus","Pakistan","2011","16","0","16","0"
"Cyprus","Philippines","2011","8","0","8","0"
"Cyprus","Rep. of Moldova","2011","14","0","14","0"
"Cyprus","Russian Federation","2011","58","0","58","0"
"Cyprus","Serbia (and Kosovo: S/RES/1244 (1999))","2011","56","0","56","0"
"Cyprus","Sierra Leone","2011","14","0","14","0"
"Cyprus","Somalia","2011","8","0","8","0"
"Cyprus","Sri Lanka","2011","18","0","18","0"
"Cyprus","State of Palestine","2011","1642","0","1642","0"
"Cyprus","Stateless","2011","1","0","1","0"
"Cyprus","Sudan","2011","3","0","3","0"
"Cyprus","Syrian Arab Rep.","2011","137","0","137","0"
"Cyprus","Tajikistan","2011","1","0","1","0"
"Cyprus","The former Yugoslav Rep. of Macedonia","2011","2","0","2","0"
"Cyprus","Turkey","2011","152","0","152","0"
"Cyprus","Ukraine","2011","28","0","28","0"
"Cyprus","Uzbekistan","2011","4","0","4","0"
"Cyprus","Viet Nam","2011","1","0","1","0"
"Cyprus","Yemen","2011","3","0","3","0"
"Czech Rep.","Afghanistan","2011","224","0","224","0"
"Czech Rep.","Albania","2011","12","0","12","0"
"Czech Rep.","Algeria","2011","1","0","1","0"
"Czech Rep.","Angola","2011","23","0","23","0"
"Czech Rep.","Armenia","2011","79","0","79","0"
"Czech Rep.","Azerbaijan","2011","24","0","24","0"
"Czech Rep.","Bangladesh","2011","1","0","1","0"
"Czech Rep.","Belarus","2011","267","0","267","0"
"Czech Rep.","Bosnia and Herzegovina","2011","11","0","11","0"
"Czech Rep.","Bulgaria","2011","25","0","25","0"
"Czech Rep.","Burkina Faso","2011","1","0","1","0"
"Czech Rep.","Burundi","2011","1","0","1","0"
"Czech Rep.","Cambodia","2011","2","0","2","0"
"Czech Rep.","Cameroon","2011","6","0","6","0"
"Czech Rep.","Chad","2011","1","0","1","0"
"Czech Rep.","China","2011","10","0","10","0"
"Czech Rep.","Congo","2011","3","0","3","0"
"Czech Rep.","Côte d'Ivoire","2011","1","0","1","0"
"Czech Rep.","Croatia","2011","3","0","3","0"
"Czech Rep.","Cuba","2011","101","0","101","0"
"Czech Rep.","Dem. Rep. of the Congo","2011","42","0","42","0"
"Czech Rep.","Djibouti","2011","2","0","2","0"
"Czech Rep.","Eritrea","2011","1","0","1","0"
"Czech Rep.","Ethiopia","2011","13","0","13","0"
"Czech Rep.","Gambia","2011","2","0","2","0"
"Czech Rep.","Georgia","2011","28","0","28","0"
"Czech Rep.","Ghana","2011","11","0","11","0"
"Czech Rep.","Guinea","2011","6","0","6","0"
"Czech Rep.","India","2011","2","0","2","0"
"Czech Rep.","Iraq","2011","173","0","173","0"
"Czech Rep.","Islamic Rep. of Iran","2011","34","0","34","0"
"Czech Rep.","Israel","2011","2","0","2","0"
"Czech Rep.","Jordan","2011","1","0","1","0"
"Czech Rep.","Kazakhstan","2011","87","0","87","0"
"Czech Rep.","Kyrgyzstan","2011","39","0","39","0"
"Czech Rep.","Liberia","2011","4","0","4","0"
"Czech Rep.","Libya","2011","2","0","2","0"
"Czech Rep.","Mongolia","2011","2","0","2","0"
"Czech Rep.","Morocco","2011","1","0","1","0"
"Czech Rep.","Myanmar","2011","100","0","100","0"
"Czech Rep.","Niger","2011","21","0","21","0"
"Czech Rep.","Pakistan","2011","20","0","20","0"
"Czech Rep.","Rep. of Moldova","2011","20","0","20","0"
"Czech Rep.","Romania","2011","121","0","121","0"
"Czech Rep.","Russian Federation","2011","435","0","435","0"
"Czech Rep.","Rwanda","2011","1","0","1","0"
"Czech Rep.","Senegal","2011","1","0","1","0"
"Czech Rep.","Serbia (and Kosovo: S/RES/1244 (1999))","2011","54","0","54","0"
"Czech Rep.","Sierra Leone","2011","6","0","6","0"
"Czech Rep.","Somalia","2011","21","0","21","0"
"Czech Rep.","South Africa","2011","3","0","3","0"
"Czech Rep.","Sri Lanka","2011","13","0","13","0"
"Czech Rep.","State of Palestine","2011","1","0","1","0"
"Czech Rep.","Stateless","2011","80","0","80","0"
"Czech Rep.","Sudan","2011","20","0","20","0"
"Czech Rep.","Syrian Arab Rep.","2011","23","0","23","0"
"Czech Rep.","Tajikistan","2011","1","0","1","0"
"Czech Rep.","The former Yugoslav Rep. of Macedonia","2011","2","0","2","0"
"Czech Rep.","Togo","2011","1","0","1","0"
"Czech Rep.","Tunisia","2011","1","0","1","0"
"Czech Rep.","Turkey","2011","19","0","19","0"
"Czech Rep.","Turkmenistan","2011","7","0","7","0"
"Czech Rep.","Uganda","2011","1","0","1","0"
"Czech Rep.","Ukraine","2011","94","0","94","0"
"Czech Rep.","Uzbekistan","2011","65","0","65","0"
"Czech Rep.","Various","2011","8","0","8","0"
"Czech Rep.","Viet Nam","2011","62","0","62","0"
"Denmark","Afghanistan","2011","3108","0","3108","0"
"Denmark","Albania","2011","52","0","52","0"
"Denmark","Algeria","2011","13","0","13","0"
"Denmark","Angola","2011","9","0","9","0"
"Denmark","Armenia","2011","56","0","56","0"
"Denmark","Azerbaijan","2011","114","0","114","0"
"Denmark","Bangladesh","2011","9","0","9","0"
"Denmark","Belarus","2011","18","0","18","0"
"Denmark","Benin","2011","1","0","1","0"
"Denmark","Bhutan","2011","5","0","5","0"
"Denmark","Bosnia and Herzegovina","2011","231","0","231","0"
"Denmark","Burkina Faso","2011","1","0","1","0"
"Denmark","Burundi","2011","102","0","102","0"
"Denmark","Cambodia","2011","5","0","5","0"
"Denmark","Cameroon","2011","10","0","10","0"
"Denmark","Chad","2011","1","0","1","0"
"Denmark","China","2011","57","0","57","0"
"Denmark","Congo","2011","6","0","6","0"
"Denmark","Côte d'Ivoire","2011","2","0","2","0"
"Denmark","Croatia","2011","3","0","3","0"
"Denmark","Dem. People's Rep. of Korea","2011","14","0","14","0"
"Denmark","Dem. Rep. of the Congo","2011","85","0","85","0"
"Denmark","Egypt","2011","2","0","2","0"
"Denmark","Eritrea","2011","39","0","39","0"
"Denmark","Ethiopia","2011","21","0","21","0"
"Denmark","Georgia","2011","28","0","28","0"
"Denmark","Ghana","2011","1","0","1","0"
"Denmark","Guinea","2011","7","0","7","0"
"Denmark","India","2011","32","0","32","0"
"Denmark","Indonesia","2011","1","0","1","0"
"Denmark","Iraq","2011","1910","0","1910","0"
"Denmark","Islamic Rep. of Iran","2011","1245","0","1245","0"
"Denmark","Jordan","2011","14","0","14","0"
"Denmark","Kazakhstan","2011","2","0","2","0"
"Denmark","Kenya","2011","7","0","7","0"
"Denmark","Lebanon","2011","62","0","62","0"
"Denmark","Libya","2011","27","0","27","0"
"Denmark","Mongolia","2011","4","0","4","0"
"Denmark","Myanmar","2011","65","0","65","0"
"Denmark","Nepal","2011","4","0","4","0"
"Denmark","Nigeria","2011","13","0","13","0"
"Denmark","Pakistan","2011","28","0","28","0"
"Denmark","Peru","2011","1","0","1","0"
"Denmark","Philippines","2011","1","0","1","0"
"Denmark","Poland","2011","1","0","1","0"
"Denmark","Rep. of Korea","2011","1","0","1","0"
"Denmark","Romania","2011","5","0","5","0"
"Denmark","Russian Federation","2011","794","0","794","0"
"Denmark","Rwanda","2011","68","0","68","0"
"Denmark","Serbia (and Kosovo: S/RES/1244 (1999))","2011","1757","0","1757","0"
"Denmark","Sierra Leone","2011","2","0","2","0"
"Denmark","Somalia","2011","904","0","904","0"
"Denmark","Sri Lanka","2011","111","0","111","0"
"Denmark","State of Palestine","2011","314","0","314","0"
"Denmark","Stateless","2011","202","0","202","0"
"Denmark","Sudan","2011","93","0","93","0"
"Denmark","Syrian Arab Rep.","2011","1197","0","1197","0"
"Denmark","The former Yugoslav Rep. of Macedonia","2011","15","0","15","0"
"Denmark","Tunisia","2011","5","0","5","0"
"Denmark","Turkey","2011","28","0","28","0"
"Denmark","Uganda","2011","13","0","13","0"
"Denmark","Ukraine","2011","10","0","10","0"
"Denmark","United Rep. of Tanzania","2011","1","0","1","0"
"Denmark","Uruguay","2011","1","0","1","0"
"Denmark","Uzbekistan","2011","11","0","11","0"
"Denmark","Various","2011","403","0","403","0"
"Denmark","Viet Nam","2011","37","0","37","0"
"Denmark","Yemen","2011","3","0","3","0"
"Denmark","Zimbabwe","2011","7","0","7","0"
"Estonia","Afghanistan","2011","13","0","13","0"
"Estonia","Algeria","2011","2","0","2","0"
"Estonia","Bangladesh","2011","1","0","1","0"
"Estonia","Belarus","2011","5","0","5","0"
"Estonia","Côte d'Ivoire","2011","1","0","1","0"
"Estonia","Iraq","2011","1","0","1","0"
"Estonia","Pakistan","2011","1","0","1","0"
"Estonia","Russian Federation","2011","9","0","9","0"
"Estonia","Somalia","2011","1","0","1","0"
"Estonia","Sri Lanka","2011","7","0","7","0"
"Estonia","State of Palestine","2011","1","0","1","0"
"Estonia","Stateless","2011","1","0","1","0"
"Estonia","Sudan","2011","1","0","1","0"
"Estonia","Tajikistan","2011","1","0","1","0"
"Estonia","Turkey","2011","2","0","2","0"
"Estonia","Turkmenistan","2011","2","0","2","0"
"Estonia","Uganda","2011","1","0","1","0"
